VENITURI TOTALE;Casa si conturi la banci;CHELTUIELI TOTALE;Pierdere neta;DATORII;Cifra de afaceri neta;Numar mediu de salariati;ACTIVE IMOBILIZATE - TOTAL;VENITURI IN AVANS;Profitul net;Pierdere bruta;Profitul brut;CHELTUIELI IN AVANS;ACTIVE CIRCULANTE - TOTAL din care:;CUI;CAEN;DENUMIRE;COD_INMATRICULARE
13343;2649;15658;2324;14433;13343;0;5724;0;0;2315;0;0;15992;41878760;9329;GIVE ME 5 EVENTS S.R.L.;J52/1179/2019
1767;2649;122;0;227;1767;0;7185;0;1592;0;1645;0;2649;41878760;9329;GIVE ME 5 EVENTS S.R.L.;J52/1179/2019
5800;1240;0;0;174;5800;0;0;0;5626;0;5800;0;8189;41878760;9329;GIVE ME 5 EVENTS S.R.L.;J52/1179/2019
0;236;0;0;18629;0;0;122;0;0;0;0;0;236;41928825;9329;POLIGON CDI SHOOTING GORJ S.R.L.;J18/1355/2019
0;236;4285;4285;18629;0;0;122;0;0;4285;0;0;236;41928825;9329;POLIGON CDI SHOOTING GORJ S.R.L.;J18/1355/2019
0;242;8797;8797;14349;0;0;122;0;0;8797;0;0;242;41928825;9329;POLIGON CDI SHOOTING GORJ S.R.L.;J18/1355/2019
0;436;29566;29566;55911;0;0;24845;0;0;29566;0;0;436;43321780;9313;DOJO GYM FITNESS S.R.L.;J20/1245/2020
10000;19900;0;0;300;10000;0;0;0;9700;0;10000;0;19900;42232286;9329;ACTIV SPORT AGREMENT S.R.L.;J22/420/2020
4229;2;4229;0;18401;0;0;20378;16924;0;0;0;0;2;42218931;9329;SPANU EVENTS S.R.L.;J22/367/2020
4385;2;4385;0;39565;0;0;20228;0;0;0;0;0;2;42218931;9329;SPANU EVENTS S.R.L.;J22/367/2020
54607;2;72900;18299;43938;560;0;25337;0;0;18293;0;0;2;42218931;9329;SPANU EVENTS S.R.L.;J22/367/2020
172485;34956;130348;0;7440;172485;0;0;0;35395;0;42137;0;44953;34820900;9313;FANTASTIC FIT S.R.L.;J22/21/2020
3066;13114;4156;1090;5180;3065;0;0;0;0;1090;0;0;125797;41937033;9329;RT PLATINUM SOLUTIONS S.R.L.;J23/5241/2019
27;8877;2509;2483;1958;0;0;0;0;0;2482;0;0;123665;41937033;9329;RT PLATINUM SOLUTIONS S.R.L.;J23/5241/2019
504;10717;4702;4213;973;420;0;0;0;0;4198;0;0;125163;41937033;9329;RT PLATINUM SOLUTIONS S.R.L.;J23/5241/2019
0;245;217;217;600;0;0;338;0;0;217;0;0;245;43248132;9313;BAYVIEW MARLYO S.R.L.;J23/5086/2020
53293;2844;48568;0;21500;53293;0;10312;0;2633;0;4725;0;4255;43248132;9313;BAYVIEW MARLYO S.R.L.;J23/5086/2020
52841;115;48321;0;24260;52841;0;14579;0;3304;0;4520;0;115;43248132;9313;BAYVIEW MARLYO S.R.L.;J23/5086/2020
13480;17;26305;12853;32174;13480;0;18846;0;0;12825;0;0;458;43248132;9313;BAYVIEW MARLYO S.R.L.;J23/5086/2020
196104;203069;41824;0;5159;196080;1;0;0;152319;0;154280;0;205779;41872325;9329;GARITA UNIVERSAL PROTAP S.R.L.;J23/4972/2019
384476;36002;178335;0;119843;384476;2;46880;0;203073;0;206141;0;401441;41872325;9329;GARITA UNIVERSAL PROTAP S.R.L.;J23/4972/2019
255109;28461;172778;0;138137;255109;2;63928;0;79780;0;82331;0;269014;41872325;9329;GARITA UNIVERSAL PROTAP S.R.L.;J23/4972/2019
133191;30932;97452;0;10381;133191;2;0;0;34405;0;35739;0;245406;41872325;9329;GARITA UNIVERSAL PROTAP S.R.L.;J23/4972/2019
13188;13388;0;0;396;13188;0;0;0;12792;0;13188;0;13388;42884824;9319;MIHAI S HEALTH & FITNESS S.R.L.;J26/985/2020
34900;7532;48953;17226;369;34900;0;23397;0;0;14053;0;0;9653;42884824;9319;MIHAI S HEALTH & FITNESS S.R.L.;J26/985/2020
5678;1114;2336;0;-315;5678;0;0;0;3172;0;3342;0;46420;42884824;9319;MIHAI S HEALTH & FITNESS S.R.L.;J26/985/2020
33377;4960;1805;0;-28705;33377;0;0;0;30673;0;31572;0;14960;42884824;9319;MIHAI S HEALTH & FITNESS S.R.L.;J26/985/2020
128237;20019;123257;0;3535;128237;1;0;0;3717;0;4980;0;30576;42212181;9329;ADA & URSITOARE DIN POVESTE S.R.L.;J29/226/2020
95781;24367;71827;0;1225;95781;1;0;0;21599;0;23954;0;24549;42212181;9329;ADA & URSITOARE DIN POVESTE S.R.L.;J29/226/2020
54560;2077;52531;0;8258;54560;2;0;0;1525;0;2029;0;9983;42212181;9329;ADA & URSITOARE DIN POVESTE S.R.L.;J29/226/2020
200000;36111;68656;0;52639;0;2;113159;0;131344;0;131344;0;56273;40569154;9313;AMAZING WOMEN GYM S.R.L.;J31/361/2019
152;718;37760;37608;55863;0;1;89025;0;0;37608;0;0;23235;40569154;9313;AMAZING WOMEN GYM S.R.L.;J31/361/2019
81036;59509;103826;22790;86759;0;3;101092;0;0;22790;0;0;79671;40569154;9313;AMAZING WOMEN GYM S.R.L.;J31/361/2019
87770;12151;26903;0;767;87744;0;0;0;58235;0;60867;0;114351;42605059;9319;SIN-TAMEC S.R.L.;J30/417/2020
2176;679;1678;0;55850;2176;0;51900;0;433;0;498;0;4251;41854140;9329;MIRAMONTE EVENTS S.R.L.;J32/1973/2019
10976;183;30119;19190;504587;10976;0;458021;0;0;19143;0;0;35730;41854140;9329;MIRAMONTE EVENTS S.R.L.;J32/1973/2019
48036;2874;38753;0;160889;48036;0;156732;0;7842;0;9283;0;12511;41854140;9329;MIRAMONTE EVENTS S.R.L.;J32/1973/2019
2761;467;2467;0;172804;2736;0;156901;0;212;0;294;0;16416;41854140;9329;MIRAMONTE EVENTS S.R.L.;J32/1973/2019
111188;9785;77088;0;62091;0;2;90208;8900;34100;0;34100;0;15083;42036310;9311;VIDAS FAM S.R.L.;J32/2197/2019
48038;0;73768;25957;103601;22700;2;106646;0;0;25730;0;0;5298;42036310;9311;VIDAS FAM S.R.L.;J32/2197/2019
3261247;1387785;3029528;0;278547;3259281;2;141714;0;222617;0;231719;0;2136251;43235086;9329;ARTIFICII SHOP S.R.L.;J35/3150/2020
0;413;1698;1698;1911;0;1;0;0;0;1698;0;0;413;42162652;9329;DALCRIN HOME S.R.L.;J36/45/2020
0;70;10665;10665;144240;0;1;23550;0;0;10665;0;0;16770;42162652;9329;DALCRIN HOME S.R.L.;J36/45/2020
0;40;91797;91797;26504;0;1;23550;107041;0;91797;0;0;16740;42162652;9329;DALCRIN HOME S.R.L.;J36/45/2020
152558;2459;104872;0;102964;33613;3;161813;61286;47350;0;47686;27931;2459;40485924;9329;RAISA EVENIMENTE UNICE S.R.L.;J9/83/2019
0;1026;0;0;0;0;0;0;0;0;0;0;0;1026;41766634;9319;SMIRELA FITNESS S.R.L.;J20/1565/2019
0;1026;0;0;0;0;0;0;0;0;0;0;0;1026;41766634;9319;SMIRELA FITNESS S.R.L.;J20/1565/2019
0;1026;0;0;0;0;0;0;0;0;0;0;0;1026;41766634;9319;SMIRELA FITNESS S.R.L.;J20/1565/2019
0;1026;0;0;0;0;0;0;0;0;0;0;0;1026;41766634;9319;SMIRELA FITNESS S.R.L.;J20/1565/2019
22992645;3065970;19402698;0;1614759;22982438;9;186289;1172864;3113009;0;3589947;215;5973526;42038175;9329;NOSTALGIA RETRO DISCO FUTURE S.R.L.;J13/4018/2019
0;499;407;407;1571;0;0;1179;0;0;407;0;0;499;42971050;9319;PROFESIONAL SPORT MANAGEMENT S.R.L.;J38/648/2020
3873561;251858;2286614;0;345866;3858114;6;2347793;0;1448162;0;1586947;12457;795796;43073219;9321;DINO LIFE S.R.L.;J40/11963/2020
22750;2119;75506;52905;83837;22750;0;0;0;0;52756;0;0;31132;42285264;9329;MPM INGINERIE S.R.L.;J40/2359/2020
0;123;177;177;0;0;0;0;0;0;177;0;0;123;42280755;9311;SOCIETATEA SPORTIVĂ DE FOTBAL SPERANŢA S.R.L.;J40/2321/2020
2468356;12032;2688169;219813;1729815;2109785;18;2103232;0;0;219813;0;658594;181450;30828286;9313;OXYGEN SPORT IAŞI SRL;J22/1841/2012
4578236;128456;4533911;0;1672654;4578158;19;1888310;0;35222;0;44325;1016385;450911;30828286;9313;OXYGEN SPORT IAŞI SRL;J22/1841/2012
5970920;30579;5415266;0;429085;5941052;26;1139261;0;501307;0;555654;665631;271923;30828286;9313;OXYGEN SPORT IAŞI SRL;J22/1841/2012
4170976;22827;3973343;0;1272527;4008964;22;1559366;0;158687;0;197633;891355;193953;30828286;9313;OXYGEN SPORT IAŞI SRL;J22/1841/2012
0;120;0;0;4191;0;0;1209;0;0;0;0;440;529;29839052;9311;RSC SUCEAVA SRL;J33/154/2012
4033759;1366503;2226470;0;455771;3677780;3;108892;0;1767053;0;1807289;80705;2033467;29842872;9329;HOLIDAY DREAMING SAND SRL;J13/405/2012
5125;-3005;13008;8037;10524;5125;0;0;0;0;7883;0;0;-3005;44032373;9329;DOREMI MUSIC S.R.L.;J22/1175/2021
43728;315;44446;718;42045;43728;0;2188;0;0;718;0;0;2665;44983352;9329;MABUSINESS S.R.L.;J9/812/2021
67282379;8104881;55413553;0;76710347;23673964;54;16547065;1165028;11846180;0;11868826;71298;40349507;31918212;9312;U CRAIOVA 1948 CLUB SPORTIV S.A.;J16/1196/2013
31898099;1634940;61117994;29219895;82950535;29300104;63;8498627;1214066;0;29219895;0;86803;14078163;31918212;9312;U CRAIOVA 1948 CLUB SPORTIV S.A.;J16/1196/2013
38078373;235171;63457196;25399004;82355260;29571859;65;7833956;1459282;0;25378823;0;35324;20055711;31918212;9312;U CRAIOVA 1948 CLUB SPORTIV S.A.;J16/1196/2013
60052923;3911123;67774304;7741561;76575801;23192808;63;12253967;1219305;0;7721381;0;348238;33611451;31918212;9312;U CRAIOVA 1948 CLUB SPORTIV S.A.;J16/1196/2013
96550;4849;167570;71754;0;70479;1;0;0;0;71020;0;0;5366;44555968;9329;MY ANECDOTE VENTURE S.R.L.;J17/1104/2021
28170;6242;30922;2792;20406;28170;1;0;0;0;2752;0;0;10892;43533813;9329;THEO MUSIC CLASS S.R.L.;J22/54/2021
4721;2797;11643;6922;13469;4721;1;0;0;0;6922;0;0;6747;43533813;9329;THEO MUSIC CLASS S.R.L.;J22/54/2021
4620036;1096350;3902614;0;481875;2970714;15;0;0;672153;0;717422;95965;2685664;32182563;9313;STAY FIT GYM SRL;J40/10704/2013
123154;107421;103442;0;98679;123154;1;15307;0;18672;0;19712;0;114369;30803869;9329;THE SLIMMING ROOM SRL;J40/12046/2012
233018;20684;86787;0;-103552;233002;1;15307;0;144018;0;146231;0;56156;30803869;9329;THE SLIMMING ROOM SRL;J40/12046/2012
213435;84041;152234;0;42816;213435;1;15307;0;59177;0;61201;0;117683;30803869;9329;THE SLIMMING ROOM SRL;J40/12046/2012
128938;73381;97538;0;34371;128938;1;15307;0;30268;0;31400;0;80329;30803869;9329;THE SLIMMING ROOM SRL;J40/12046/2012
4049183;15400;2496417;0;921560;4049183;9;777168;0;1513608;0;1552766;40335;1617905;31885700;9313;SAS GYM HEALTH CLUB S.R.L.;J40/7829/2013
47180;2685;123688;76508;30888897;46880;0;1801413;833;0;76508;0;0;613210;17422808;9312;FOTBAL CLUB OŢELUL S.A.;J40/8321/2013
96450;23536;159253;62803;31062307;96450;1;1801413;833;0;62803;0;0;636972;17422808;9312;FOTBAL CLUB OŢELUL S.A.;J40/8321/2013
90560;13924;128913;38353;30976436;90560;2;1801413;833;0;38353;0;0;624161;17422808;9312;FOTBAL CLUB OŢELUL S.A.;J40/8321/2013
48750;2663;87085;38335;30926922;48750;2;1801413;833;0;38335;0;0;612900;17422808;9312;FOTBAL CLUB OŢELUL S.A.;J40/8321/2013
1;117;2283;2282;292242;0;1;385182;0;0;2282;0;0;90588;32359364;9329;ICE SEASON SRL;J16/1607/2013
0;9;704;704;235676;0;0;386023;0;0;704;0;0;50178;32359364;9329;ICE SEASON SRL;J16/1607/2013
0;93;568;568;235056;0;0;386023;0;0;568;0;0;50262;32359364;9329;ICE SEASON SRL;J16/1607/2013
58824;121;38788;0;304512;0;0;386023;0;18270;0;20036;0;120287;32359364;9329;ICE SEASON SRL;J16/1607/2013
0;70074;4684;4684;7448;0;1;0;0;0;4684;0;0;400060;32371716;9321;EVENTS WALTER SRL;J30/710/2013
3229863;26771;3229432;27933;1011723;3090334;5;622226;0;0;0;431;0;1094964;32055934;9329;STIL BILIARD SRL;J26/1106/2013
3642587;96990;2593274;0;376389;3641471;5;438634;0;925870;0;1049313;0;5565945;32055934;9329;STIL BILIARD SRL;J26/1106/2013
4831136;149672;2551262;0;372612;4831128;5;454028;0;1959086;0;2279874;0;4620904;32055934;9329;STIL BILIARD SRL;J26/1106/2013
5947611;75691;3750952;0;854301;5930986;5;535904;0;2037766;0;2196659;0;3061630;32055934;9329;STIL BILIARD SRL;J26/1106/2013
602060;131457;2059379;1500996;4238814;588375;16;523930;0;0;1457319;0;847277;1367091;32441935;9329;LE CHATEAU EVENEMENTS SRL;J40/13755/2013
9155369;268105;6235487;0;1834331;9094471;18;785755;0;2477486;0;2919882;308001;3218541;32441935;9329;LE CHATEAU EVENEMENTS SRL;J40/13755/2013
8995258;1014394;5440000;0;1522869;8941135;17;539847;0;3109144;0;3555258;506089;2901523;32441935;9329;LE CHATEAU EVENEMENTS SRL;J40/13755/2013
3582553;248047;2907209;0;3138250;2242156;4;197896;84094;651265;0;675344;673929;1501268;32441935;9329;LE CHATEAU EVENEMENTS SRL;J40/13755/2013
4399161;73389;3757308;0;2408023;4173694;2;1522980;0;574041;0;641853;18972;2822870;32561940;9329;TRAIVI LIMITED SRL;J29/1920/2013
4881168;75518;3531194;0;2450758;4552134;2;1506538;0;1302142;0;1349974;24654;2145170;32561940;9329;TRAIVI LIMITED SRL;J29/1920/2013
1891786;173523;2345505;460821;2176970;1699050;10;1533874;155348;0;453719;0;28330;1417561;32589886;9329;KIDDO SMARTPLAY SRL;J40/15419/2013
14681463;250188;10092541;0;17180455;13860709;11;17905626;22064;3943251;0;4588922;77779;4228780;32589886;9329;KIDDO SMARTPLAY SRL;J40/15419/2013
11248014;1841994;6596174;0;11971801;10295638;18;7626998;66491;4212583;0;4651840;1022258;7601859;32589886;9329;KIDDO SMARTPLAY SRL;J40/15419/2013
4605012;644775;3468760;0;6012846;3746497;9;4777355;131711;1106186;0;1136252;24647;3096188;32589886;9329;KIDDO SMARTPLAY SRL;J40/15419/2013
1500766;112227;1929323;463401;2604340;1115292;13;3398497;13673;0;428557;0;73958;522793;15620035;9329;ARENELE LASERMAXX SRL;J23/3859/2013
6406964;909261;5476142;0;1189605;6273925;30;2394692;0;827827;0;930822;24134;1459206;15620035;9329;ARENELE LASERMAXX SRL;J23/3859/2013
4944579;47663;3961650;0;1164238;4746240;0;2488053;3699;934407;0;982929;11601;791908;15620035;9329;ARENELE LASERMAXX SRL;J23/3859/2013
4291255;9846;3617013;0;1665106;2342148;0;2911857;71594;646069;0;674242;50622;553031;15620035;9329;ARENELE LASERMAXX SRL;J23/3859/2013
26752;-338;34249;8262;22192;26752;0;0;0;0;7497;0;0;11710;32687736;9313;AWAY CLUB SRL;J12/154/2014
62872;4185;92312;31327;86830;62872;0;5736;0;0;29440;0;0;17450;32687736;9313;AWAY CLUB SRL;J12/154/2014
39653;237;60323;21835;49080;39653;0;5736;0;0;20670;0;0;11027;32687736;9313;AWAY CLUB SRL;J12/154/2014
3850761;367693;4386690;535929;991964;2980474;16;18912286;0;0;535929;0;660;1996288;32773446;9311;CENTRAL ICE RINK SRL;J40/1577/2014
2481779;715220;3813148;1331369;537353;2319026;16;19045420;0;0;1331369;0;1770;1950696;32773446;9311;CENTRAL ICE RINK SRL;J40/1577/2014
2320391;480697;2756248;435857;421745;1584684;14;19621443;0;0;435857;0;1134;2632309;32773446;9311;CENTRAL ICE RINK SRL;J40/1577/2014
14525;5615;19567;5192;149;14525;0;0;0;0;5042;0;0;5615;32839818;9311;KNS DRIFT EXPERIENCE SRL;J40/2248/2014
0;12967;0;0;569;0;0;72;0;0;0;0;0;17013;35561138;9329;DO-MO EUROSTAR EVENTS SRL;J2/154/2016
0;12967;72;72;569;0;0;0;0;0;72;0;0;17013;35561138;9329;DO-MO EUROSTAR EVENTS SRL;J2/154/2016
0;12967;72;72;569;0;0;0;0;0;72;0;0;17013;35561138;9329;DO-MO EUROSTAR EVENTS SRL;J2/154/2016
0;12967;0;0;569;0;0;72;0;0;0;0;0;17013;35561138;9329;DO-MO EUROSTAR EVENTS SRL;J2/154/2016
147875;26557;64811;0;1807863;147875;0;909839;0;78447;0;83064;0;993345;35368502;9329;DOMENIILE ŞIRIEI SRL;J2/1421/2015
104425;6875;93050;0;965589;104425;1;1095146;0;10331;0;11375;0;26473;35368502;9329;DOMENIILE ŞIRIEI SRL;J2/1421/2015
71095;179;59077;0;954209;71095;1;1091617;0;11307;0;12018;0;8291;35368502;9329;DOMENIILE ŞIRIEI SRL;J2/1421/2015
94187;4260;52757;0;896657;94187;1;1002178;0;39070;0;41430;0;28871;35368502;9329;DOMENIILE ŞIRIEI SRL;J2/1421/2015
72040;145369;15127;0;2129;72040;0;0;0;54752;0;56913;1040;146072;34895490;9313;PAULY DIANAGYM SRL;J3/1104/2015
115136;468296;19730;0;14682;105457;1;1875;0;92243;0;95406;1040;472611;34895490;9313;PAULY DIANAGYM SRL;J3/1104/2015
272149;382177;32199;0;19710;272149;1;3374;0;233618;0;239950;1040;383897;34895490;9313;PAULY DIANAGYM SRL;J3/1104/2015
0;6;0;0;560;0;0;0;0;0;0;0;0;6;34139454;9313;CAMI AEROBIC STIL SRL;J3/280/2015
0;450;0;0;46096;0;0;0;0;0;0;0;0;18624;35813359;9329;IN THE PROJECT 2016 SRL;J3/546/2016
0;450;0;0;46096;0;0;0;0;0;0;0;0;18624;35813359;9329;IN THE PROJECT 2016 SRL;J3/546/2016
0;450;0;0;46096;0;0;0;0;0;0;0;0;18624;35813359;9329;IN THE PROJECT 2016 SRL;J3/546/2016
1980;13842;4868;2888;-31;1980;0;0;0;0;2888;0;0;14191;33719879;9329;SARAL DIVERCE SERVICES SRL;J3/1366/2014
10;-266;3667;3657;537755;0;0;7962;0;0;3657;0;0;63220;35208331;9329;PREMIUM EVENTS COUNTRY SRL;J5/1761/2015
100;-278;8792;8695;538109;0;0;11910;0;0;8692;0;0;63283;35208331;9329;PREMIUM EVENTS COUNTRY SRL;J5/1761/2015
452094;-397;406082;0;532541;451094;3;15905;0;41416;0;46012;0;62415;35208331;9329;PREMIUM EVENTS COUNTRY SRL;J5/1761/2015
0;225;0;0;32966;0;0;0;0;0;0;0;0;526;34932220;9329;ANLARIUS TRADE SRL;J9/493/2015
0;225;0;0;32966;0;0;0;0;0;0;0;0;526;34932220;9329;ANLARIUS TRADE SRL;J9/493/2015
121140;5931;39336;0;23660;121140;0;141740;500;80593;0;81804;0;172234;33573039;9329;WAU EVENT SRL;J8/1269/2014
1382234;20039;2331694;956026;4363140;786690;13;4802635;3164190;0;949460;0;1057898;245998;34656493;9313;CROSSFIT G.F. SRL;J8/974/2015
2859134;41121;3018040;182447;4896335;2339265;8;2996775;1511021;0;158906;0;749352;117408;34656493;9313;CROSSFIT G.F. SRL;J8/974/2015
2648874;58761;2841195;213521;4986600;2117791;6;3657114;2015542;0;192321;0;856057;127597;34656493;9313;CROSSFIT G.F. SRL;J8/974/2015
1716006;21663;2431302;727054;4992632;1140975;9;4310811;2520062;0;715296;0;961741;92289;34656493;9313;CROSSFIT G.F. SRL;J8/974/2015
0;0;0;0;14070;0;0;0;0;0;0;0;0;0;34687368;9329;CREATIVE KINDER SRL;J8/1032/2015
857216;359708;1092291;240662;1303913;784049;6;1104062;66904;0;235075;0;2410;1697275;34332020;9329;CENTRUL DE EVENIMENTE YAZ SRL;J8/499/2015
3661859;235266;2732917;0;1110531;3645592;16;733794;23600;894344;0;928942;3886;1291755;34332020;9329;CENTRUL DE EVENIMENTE YAZ SRL;J8/499/2015
0;15;377;377;25998;0;0;0;0;0;377;0;0;28259;34048054;9329;MINI BOWLING SRL;J8/120/2015
5644014;20580;4447200;0;379467;5453909;19;1697162;1129893;1148219;0;1196814;0;961017;33745762;9329;MEMENTO EVENTS G & I SRL;J11/470/2014
4990052;27451;3868826;0;305469;4794550;15;1852302;1129892;1078652;0;1121226;0;662311;33745762;9329;MEMENTO EVENTS G & I SRL;J11/470/2014
3164744;20363;2726447;0;144741;2867514;13;1607313;1137003;417767;0;438297;0;92798;33745762;9329;MEMENTO EVENTS G & I SRL;J11/470/2014
4170;4112;4706;649;10979;4170;0;0;0;0;536;0;0;4613;34617265;9329;ZEN PRO EVENTS SRL;J12/1722/2015
22513;4407;17207;0;532;22513;0;0;0;4644;0;5306;153;4907;34617265;9329;ZEN PRO EVENTS SRL;J12/1722/2015
10975;10937;4395;0;11714;10975;0;86;0;6257;0;6580;74;11444;34617265;9329;ZEN PRO EVENTS SRL;J12/1722/2015
2702269;2841574;2912818;236812;1473433;2610680;21;4922;0;0;210549;0;0;2994394;36351983;9319;GUPPY TOTAL GROUP SRL;J40/9987/2016
0;112632;0;0;426;0;0;0;0;0;0;0;0;112632;33777063;9329;RONYN WORLD EVENTS SRL;J40/12956/2014
4049183;15400;2496417;0;921560;4049183;9;777168;0;1513608;0;1552766;40335;1617905;31885700;9313;SAS GYM HEALTH CLUB S.R.L.;J40/7829/2013
602060;131457;2059379;1500996;4238814;588375;16;523930;0;0;1457319;0;847277;1367091;32441935;9329;LE CHATEAU EVENEMENTS SRL;J40/13755/2013
9155369;268105;6235487;0;1834331;9094471;18;785755;0;2477486;0;2919882;308001;3218541;32441935;9329;LE CHATEAU EVENEMENTS SRL;J40/13755/2013
8995258;1014394;5440000;0;1522869;8941135;17;539847;0;3109144;0;3555258;506089;2901523;32441935;9329;LE CHATEAU EVENEMENTS SRL;J40/13755/2013
3582553;248047;2907209;0;3138250;2242156;4;197896;84094;651265;0;675344;673929;1501268;32441935;9329;LE CHATEAU EVENEMENTS SRL;J40/13755/2013
19025;9252;6861;0;93575;18835;0;116384;0;11975;0;12164;0;16812;31732308;9311;DEBUT IN MARKET SRL;J28/330/2013
14710;13939;62946;48236;186231;14709;0;327006;0;0;48236;0;0;25080;31732308;9311;DEBUT IN MARKET SRL;J28/330/2013
719208;102580;616965;0;231794;718641;0;343295;0;85100;0;102243;0;102590;31732308;9311;DEBUT IN MARKET SRL;J28/330/2013
368983;70479;210925;0;166177;368809;0;285889;0;154369;0;158058;0;74279;31732308;9311;DEBUT IN MARKET SRL;J28/330/2013
4033759;1366503;2226470;0;455771;3677780;3;108892;0;1767053;0;1807289;80705;2033467;29842872;9329;HOLIDAY DREAMING SAND SRL;J13/405/2012
0;12967;0;0;569;0;0;72;0;0;0;0;0;17013;35561138;9329;DO-MO EUROSTAR EVENTS SRL;J2/154/2016
0;12967;72;72;569;0;0;0;0;0;72;0;0;17013;35561138;9329;DO-MO EUROSTAR EVENTS SRL;J2/154/2016
0;12967;72;72;569;0;0;0;0;0;72;0;0;17013;35561138;9329;DO-MO EUROSTAR EVENTS SRL;J2/154/2016
0;12967;0;0;569;0;0;72;0;0;0;0;0;17013;35561138;9329;DO-MO EUROSTAR EVENTS SRL;J2/154/2016
147875;26557;64811;0;1807863;147875;0;909839;0;78447;0;83064;0;993345;35368502;9329;DOMENIILE ŞIRIEI SRL;J2/1421/2015
104425;6875;93050;0;965589;104425;1;1095146;0;10331;0;11375;0;26473;35368502;9329;DOMENIILE ŞIRIEI SRL;J2/1421/2015
71095;179;59077;0;954209;71095;1;1091617;0;11307;0;12018;0;8291;35368502;9329;DOMENIILE ŞIRIEI SRL;J2/1421/2015
94187;4260;52757;0;896657;94187;1;1002178;0;39070;0;41430;0;28871;35368502;9329;DOMENIILE ŞIRIEI SRL;J2/1421/2015
72040;145369;15127;0;2129;72040;0;0;0;54752;0;56913;1040;146072;34895490;9313;PAULY DIANAGYM SRL;J3/1104/2015
115136;468296;19730;0;14682;105457;1;1875;0;92243;0;95406;1040;472611;34895490;9313;PAULY DIANAGYM SRL;J3/1104/2015
272149;382177;32199;0;19710;272149;1;3374;0;233618;0;239950;1040;383897;34895490;9313;PAULY DIANAGYM SRL;J3/1104/2015
0;6;0;0;560;0;0;0;0;0;0;0;0;6;34139454;9313;CAMI AEROBIC STIL SRL;J3/280/2015
0;450;0;0;46096;0;0;0;0;0;0;0;0;18624;35813359;9329;IN THE PROJECT 2016 SRL;J3/546/2016
0;450;0;0;46096;0;0;0;0;0;0;0;0;18624;35813359;9329;IN THE PROJECT 2016 SRL;J3/546/2016
0;450;0;0;46096;0;0;0;0;0;0;0;0;18624;35813359;9329;IN THE PROJECT 2016 SRL;J3/546/2016
1980;13842;4868;2888;-31;1980;0;0;0;0;2888;0;0;14191;33719879;9329;SARAL DIVERCE SERVICES SRL;J3/1366/2014
10;-266;3667;3657;537755;0;0;7962;0;0;3657;0;0;63220;35208331;9329;PREMIUM EVENTS COUNTRY SRL;J5/1761/2015
100;-278;8792;8695;538109;0;0;11910;0;0;8692;0;0;63283;35208331;9329;PREMIUM EVENTS COUNTRY SRL;J5/1761/2015
452094;-397;406082;0;532541;451094;3;15905;0;41416;0;46012;0;62415;35208331;9329;PREMIUM EVENTS COUNTRY SRL;J5/1761/2015
0;225;0;0;32966;0;0;0;0;0;0;0;0;526;34932220;9329;ANLARIUS TRADE SRL;J9/493/2015
0;225;0;0;32966;0;0;0;0;0;0;0;0;526;34932220;9329;ANLARIUS TRADE SRL;J9/493/2015
121140;5931;39336;0;23660;121140;0;141740;500;80593;0;81804;0;172234;33573039;9329;WAU EVENT SRL;J8/1269/2014
1382234;20039;2331694;956026;4363140;786690;13;4802635;3164190;0;949460;0;1057898;245998;34656493;9313;CROSSFIT G.F. SRL;J8/974/2015
2859134;41121;3018040;182447;4896335;2339265;8;2996775;1511021;0;158906;0;749352;117408;34656493;9313;CROSSFIT G.F. SRL;J8/974/2015
2648874;58761;2841195;213521;4986600;2117791;6;3657114;2015542;0;192321;0;856057;127597;34656493;9313;CROSSFIT G.F. SRL;J8/974/2015
1716006;21663;2431302;727054;4992632;1140975;9;4310811;2520062;0;715296;0;961741;92289;34656493;9313;CROSSFIT G.F. SRL;J8/974/2015
0;0;0;0;14070;0;0;0;0;0;0;0;0;0;34687368;9329;CREATIVE KINDER SRL;J8/1032/2015
857216;359708;1092291;240662;1303913;784049;6;1104062;66904;0;235075;0;2410;1697275;34332020;9329;CENTRUL DE EVENIMENTE YAZ SRL;J8/499/2015
3661859;235266;2732917;0;1110531;3645592;16;733794;23600;894344;0;928942;3886;1291755;34332020;9329;CENTRUL DE EVENIMENTE YAZ SRL;J8/499/2015
0;15;377;377;25998;0;0;0;0;0;377;0;0;28259;34048054;9329;MINI BOWLING SRL;J8/120/2015
5644014;20580;4447200;0;379467;5453909;19;1697162;1129893;1148219;0;1196814;0;961017;33745762;9329;MEMENTO EVENTS G & I SRL;J11/470/2014
4990052;27451;3868826;0;305469;4794550;15;1852302;1129892;1078652;0;1121226;0;662311;33745762;9329;MEMENTO EVENTS G & I SRL;J11/470/2014
3164744;20363;2726447;0;144741;2867514;13;1607313;1137003;417767;0;438297;0;92798;33745762;9329;MEMENTO EVENTS G & I SRL;J11/470/2014
4170;4112;4706;649;10979;4170;0;0;0;0;536;0;0;4613;34617265;9329;ZEN PRO EVENTS SRL;J12/1722/2015
22513;4407;17207;0;532;22513;0;0;0;4644;0;5306;153;4907;34617265;9329;ZEN PRO EVENTS SRL;J12/1722/2015
10975;10937;4395;0;11714;10975;0;86;0;6257;0;6580;74;11444;34617265;9329;ZEN PRO EVENTS SRL;J12/1722/2015
